Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year,Span
LITTLE CHICAGO,NORTHWEST TERRITORIES,220B6Q3,10760,71164.0,WLG,67.18,-130.23,671045000,-1301341000,62.5,1993,2024,1994.0,2024.0,1993.0,2024.0,2005.0,2007.0,31.0
SAMBAA K'E,NORTHWEST TERRITORIES,220CQHR,10880,71166.0,WTE,60.44,-121.24,602627000,-1211420000,498.0,1994,2024,1994.0,2024.0,1994.0,2024.0,2006.0,2007.0,31.0
LOWER CARP LAKE,NORTHWEST TERRITORIES,220N004,27610,71680.0,XLC,63.6,-113.86,633610080,-1135145040,373.4,1992,2024,1992.0,2024.0,1998.0,2024.0,1998.0,2006.0,33.0
BAKER LAKE A,NUNAVUT,2300500,1709,71926.0,YBK,64.3,-96.08,641756000,-960440000,18.6,1946,2013,1953.0,2013.0,1946.0,2013.0,1946.0,2013.0,61.0
CLINTON POINT,NUNAVUT,2300750,1637,71053.0,WXK,69.58,-120.8,693500000,-1204800000,100.6,1957,1993,1958.0,1993.0,1957.0,1993.0,1957.0,1993.0,36.0
KUGLUKTUK A,NUNAVUT,2300902,1641,71938.0,YCO,67.82,-115.14,674900000,-1150838000,22.6,1977,2014,1978.0,2014.0,1977.0,2014.0,1977.0,2014.0,37.0
CORAL HARBOUR A,NUNAVUT,2301000,1713,71915.0,YZS,64.19,-83.36,641136000,-832134000,62.2,1933,2015,1953.0,2015.0,1933.0,2015.0,1933.0,2015.0,63.0
ENNADAI LAKE (AUT),NUNAVUT,2301102,7341,71923.0,WJC,61.13,-100.88,610755000,-1005302000,353.1,1994,2024,1994.0,2024.0,1994.0,2024.0,1998.0,2007.0,31.0
GJOA HAVEN A,NUNAVUT,2302335,1715,,YHK,68.64,-95.85,683808000,-955101000,46.9,1984,2014,1984.0,2013.0,1984.0,2014.0,1984.0,2007.0,30.0
HAT ISLAND,NUNAVUT,2302370,1716,71084.0,WIL,68.32,-100.09,681905000,-1000513000,36.1,1959,2023,1994.0,2023.0,1959.0,2023.0,1959.0,2007.0,30.0
PELLY BAY,NUNAVUT,2303090,1718,,WKE,68.43,-89.72,682600000,-894300000,325.8,1955,1992,1955.0,1992.0,1957.0,1992.0,1957.0,1992.0,38.0
KUGAARUK A,NUNAVUT,2303092,1719,,YBB,68.54,-89.8,683226000,-894750000,15.54,1984,2015,1984.0,2015.0,1984.0,2012.0,1984.0,2007.0,32.0
PELLY BAY,NUNAVUT,2303093,10847,71918.0,WRF,68.44,-89.73,682613000,-894333000,324.45,1994,2023,1994.0,2023.0,1994.0,2023.0,2005.0,2007.0,30.0
RANKIN INLET A,NUNAVUT,2303401,1721,71083.0,YRT,62.82,-92.12,624900000,-920700000,32.31,1981,2013,1981.0,2013.0,1981.0,2013.0,1981.0,2013.0,33.0
ROBERTSON LAKE (AUT),NUNAVUT,2303610,7337,71490.0,WTD,65.1,-102.43,650559000,-1022546000,243.7,1992,2024,1992.0,2024.0,1994.0,2024.0,1998.0,2007.0,33.0
SHEPHERD BAY A,NUNAVUT,2303685,1723,71911.0,YUS,68.82,-93.43,684900000,-932600000,42.7,1957,2023,1973.0,2023.0,1957.0,2023.0,1957.0,2006.0,51.0
WHALE COVE A,NUNAVUT,2303986,1727,,YXN,62.24,-92.6,621424000,-923553000,12.19,1984,2014,1984.0,2013.0,1985.0,2014.0,1985.0,2007.0,30.0
ALERT,NUNAVUT,2400300,1731,,WLT,82.52,-62.28,823104000,-621650000,30.48,1950,2006,1953.0,2006.0,1950.0,2006.0,1950.0,2006.0,54.0
ALERT A,NUNAVUT,2400302,7559,,YLT,82.52,-62.28,823100000,-621700000,30.5,1988,2024,1988.0,2024.0,,,,,37.0
BREVOORT ISLAND,NUNAVUT,2400565,1735,71097.0,WOB,63.34,-64.15,632023000,-640845000,376.0,1959,2023,1960.0,2023.0,1959.0,2023.0,1959.0,2007.0,64.0
BROUGHTON ISLAND,NUNAVUT,2400570,1736,71096.0,WVD,67.54,-63.79,673208000,-634720000,584.4,1956,2023,1956.0,2023.0,1957.0,2023.0,1957.0,2007.0,68.0
BYRON BAY A,NUNAVUT,2400595,1785,71929.0,YUK,68.75,-109.07,684500000,-1090400000,92.1,1955,1994,1955.0,1994.0,1957.0,1993.0,1957.0,1993.0,40.0
CAMBRIDGE BAY A,NUNAVUT,2400600,1786,71925.0,YCB,69.11,-105.14,690629000,-1050818000,31.09,1929,2015,1953.0,2015.0,1929.0,2015.0,1929.0,2015.0,63.0
CAPE DORSET A,NUNAVUT,2400635,1738,71910.0,YTE,64.23,-76.53,641349000,-763130000,48.2,1963,2014,1970.0,2012.0,1963.0,2014.0,1963.0,2007.0,43.0
CAPE DYER,NUNAVUT,2400650,1739,71094.0,WFD,66.65,-61.38,663900000,-612300000,725.1,1955,2023,1955.0,2023.0,1958.0,2023.0,1958.0,1959.0,69.0
CAPE DYER A,NUNAVUT,2400654,1740,,,66.58,-61.62,663500000,-613700000,392.6,1959,1994,1959.0,1994.0,1959.0,1993.0,1959.0,1993.0,36.0
CAPE HOOPER,NUNAVUT,2400660,1742,71093.0,WUP,68.47,-66.8,682821000,-664755000,390.1,1956,2022,1956.0,2022.0,1957.0,2022.0,1957.0,2007.0,67.0
CAPE PEEL WEST,NUNAVUT,2400697,10828,71064.0,WPX,69.04,-107.82,690209000,-1074923000,165.3,1993,2023,1994.0,2023.0,1993.0,2023.0,,,30.0
CLYDE A,NUNAVUT,2400800,1743,71090.0,YCY,70.49,-68.52,702910000,-683100000,26.5,1933,2013,1953.0,2013.0,1933.0,2008.0,1933.0,2007.0,61.0
DEWAR LAKES,NUNAVUT,2401030,1746,71092.0,WUW,68.65,-71.17,683900000,-711000000,526.7,1956,2023,1956.0,2023.0,1958.0,2023.0,1958.0,2007.0,68.0
EUREKA A,NUNAVUT,2401200,1750,71917.0,WEU,79.98,-85.93,795900000,-855600000,10.4,1947,2016,1953.0,2016.0,1947.0,2016.0,1947.0,2016.0,64.0
GLADMAN POINT A,NUNAVUT,2402340,1752,,,68.67,-97.8,684000000,-974800000,14.0,1955,1992,1955.0,1992.0,1957.0,1992.0,1957.0,1992.0,38.0
GRISE FIORD,NUNAVUT,2402346,1754,,WGZ,76.42,-82.9,762500000,-825400000,42.67,1984,2015,1984.0,2015.0,1984.0,2015.0,1984.0,2007.0,32.0
HALL BEACH A,NUNAVUT,2402350,1755,71081.0,YUX,68.78,-81.24,684633000,-811433000,9.1,1956,2014,1956.0,2012.0,1957.0,2014.0,1957.0,2007.0,57.0
IGLOOLIK A,NUNAVUT,2402543,1757,,YGT,69.37,-81.82,692200000,-814900000,52.74,1984,2015,1984.0,2015.0,1984.0,2015.0,1984.0,2007.0,32.0
IQALUIT A,NUNAVUT,2402590,1758,71909.0,YFB,63.75,-68.55,634500000,-683300000,33.5,1946,2014,1953.0,2014.0,1946.0,2008.0,1946.0,2007.0,62.0
ISACHSEN (AUT),NUNAVUT,2402604,10253,71074.0,WIC,78.79,-103.55,784732004,-1033316008,58.0,1994,2024,1994.0,2024.0,1995.0,2024.0,2003.0,2007.0,31.0
LONGSTAFF BLUFF,NUNAVUT,2402684,1764,71091.0,WLX,68.9,-75.14,685355000,-750827000,160.8,1955,2023,1955.0,2023.0,1957.0,2023.0,1958.0,2007.0,69.0
MACKAR INLET,NUNAVUT,2402686,1765,71080.0,WUU,68.3,-85.67,681800000,-854000000,394.7,1956,1992,1956.0,1992.0,1957.0,1992.0,1957.0,1992.0,37.0
NANISIVIK A,NUNAVUT,2402730,1769,,YSR,72.98,-84.62,725900000,-843700000,641.9,1976,2011,1977.0,2011.0,1976.0,2010.0,1976.0,2007.0,35.0
PANGNIRTUNG,NUNAVUT,2403049,10721,71826.0,WXP,66.14,-65.71,660836300,-654240500,22.6,1994,2024,1994.0,2024.0,1995.0,2024.0,1996.0,2007.0,31.0
POND INLET A,NUNAVUT,2403201,1774,71095.0,YIO,72.69,-77.97,724122000,-775808000,61.6,1975,2014,1975.0,2013.0,1975.0,2014.0,1975.0,2007.0,39.0
REA POINT,NUNAVUT,2403450,1793,71983.0,ZRP,75.38,-105.72,752236009,-1054254002,15.0,1969,2024,1969.0,2024.0,1969.0,2024.0,1969.0,2007.0,56.0
REPULSE BAY A,NUNAVUT,2403490,1775,,YUT,66.52,-86.22,663117000,-861329000,22.9,1973,2014,1984.0,2013.0,1973.0,2014.0,1973.0,2007.0,30.0
RESOLUTE CARS,NUNAVUT,2403500,1776,71924.0,YRB,74.72,-94.97,744301000,-945810000,67.68,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2014.0,62.0
RESOLUTION ISLAND,NUNAVUT,2403602,1778,71972.0,WRH,61.58,-64.65,613500000,-643900000,368.5,1962,2022,1962.0,2022.0,1962.0,2022.0,1962.0,1975.0,61.0
ROWLEY ISLAND,NUNAVUT,2403625,1779,71088.0,WRX,69.08,-79.03,690500000,-790200000,41.0,1957,2023,1994.0,2023.0,1957.0,2023.0,1958.0,2007.0,30.0
TALOYOAK A,NUNAVUT,2403854,1783,71580.0,YYH,69.55,-93.58,693300000,-933500000,27.4,1984,2015,1984.0,2015.0,1984.0,2015.0,1984.0,2015.0,32.0
MOULD BAY A,NORTHWEST TERRITORIES,2502700,1792,,YMD,76.23,-119.33,761400000,-1192000000,12.2,1948,1997,1953.0,1997.0,1948.0,1997.0,1948.0,1997.0,45.0
SACHS HARBOUR CLIMATE,NORTHWEST TERRITORIES,2503648,10076,71467.0,WSY,71.99,-125.25,715933000,-1251515000,87.5,1994,2024,1994.0,2024.0,1994.0,2024.0,2004.0,2007.0,31.0
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503650,1794,,YSY,72.0,-125.27,720000000,-1251600000,86.25,1955,2015,1955.0,2015.0,1955.0,2013.0,1955.0,2007.0,61.0
ABEE AGDM,ALBERTA,3010010,32232,71285.0,XAF,54.28,-112.97,541700000,-1125800000,664.0,1990,2024,1990.0,2024.0,2002.0,2024.0,2002.0,2007.0,35.0
BODO AGDM,ALBERTA,3010730,32149,71214.0,XBA,52.12,-110.1,520727005,-1100605009,687.0,1995,2024,1995.0,2024.0,2002.0,2024.0,2002.0,2007.0,30.0
BRETON PLOTS,ALBERTA,3010816,10928,71233.0,WOV,53.09,-114.44,530522000,-1142627000,851.5,1995,2024,1995.0,2024.0,2001.0,2024.0,2001.0,2007.0,30.0
CAMROSE,ALBERTA,3011240,1839,71254.0,WRV,53.05,-112.82,530300000,-1124900000,739.0,1946,2024,1994.0,2024.0,1946.0,2024.0,1946.0,2007.0,31.0
CORONATION A,ALBERTA,3011880,1854,,,52.07,-111.45,520400000,-1112700000,791.0,1944,1994,1953.0,1994.0,1944.0,1994.0,1944.0,1994.0,42.0
EDMONTON INT'L A,ALBERTA,3012205,1865,71123.0,YEG,53.32,-113.58,531900000,-1133500000,723.3,1959,2012,1961.0,2012.0,1959.0,2012.0,1959.0,2012.0,52.0
EDMONTON CITY CENTRE A,ALBERTA,3012208,1867,,,53.57,-113.52,533424000,-1133106000,670.6,1937,2005,1953.0,2005.0,1937.0,2005.0,1937.0,2005.0,53.0
EDMONTON NAMAO A,ALBERTA,3012210,1868,71121.0,YED,53.67,-113.47,534000000,-1132800000,687.9,1955,2024,1955.0,2024.0,1955.0,2009.0,1955.0,1996.0,70.0
ELK ISLAND NAT PARK,ALBERTA,3012275,1873,71238.0,WFE,53.68,-112.87,534058000,-1125205000,716.2,1981,2024,1994.0,2024.0,1981.0,2024.0,1981.0,2007.0,31.0
LLOYDMINSTER A,ALBERTA,3013961,1920,,,53.31,-110.07,531833000,-1100421000,668.43,1982,2024,1982.0,2012.0,1982.0,2024.0,1982.0,2007.0,31.0
ROCKY MTN HOUSE (AUT),ALBERTA,3015523,8712,71928.0,WRM,52.42,-114.91,522517006,-1145444003,988.2,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
SMOKY LAKE AGDM,ALBERTA,3016022,32456,71274.0,XSL,54.28,-112.5,541639000,-1122957000,680.0,1990,2024,1990.0,2024.0,2002.0,2024.0,2002.0,2007.0,35.0
VERMILION A,ALBERTA,3016800,1998,,,53.35,-110.83,532100000,-1105000000,618.7,1945,1982,1953.0,1982.0,1945.0,1982.0,1945.0,1982.0,30.0
VERMILION AGDM,ALBERTA,3016802,32461,71278.0,XVM,53.34,-110.88,532037700,-1105254700,623.0,1995,2024,1995.0,2024.0,2002.0,2024.0,2002.0,2007.0,30.0
VEGREVILLE,ALBERTA,3016GF0,1977,71458.0,WVI,53.51,-112.1,533019003,-1120552004,639.3,1980,2024,1994.0,2024.0,1980.0,2024.0,1980.0,2007.0,31.0
ESTHER 1,ALBERTA,301B460,10225,71240.0,WGY,51.67,-110.21,514011070,-1101222090,707.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
WAINWRIGHT CFB AIRFIELD 21,ALBERTA,301S001,26888,71118.0,ZWN,52.83,-111.1,524946006,-1110544007,686.25,1995,2024,1995.0,2024.0,1995.0,2024.0,2003.0,2007.0,30.0
DRUMHELLER EAST,ALBERTA,30221LG,10708,71237.0,WDZ,51.45,-112.68,512643000,-1124036000,678.2,1994,2024,1994.0,2024.0,1995.0,2024.0,1996.0,2007.0,31.0
LACOMBE CDA 2,ALBERTA,3023722,10906,71242.0,WQQ,52.45,-113.76,522656006,-1134521005,860.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
MORRIN AGDM,ALBERTA,3024668,32433,71257.0,XMO,51.66,-112.68,513937000,-1124030000,836.0,1991,2024,1991.0,2024.0,2002.0,2024.0,2002.0,2007.0,34.0
RED DEER A,ALBERTA,3025480,2134,71878.0,YQF,52.18,-113.89,521043000,-1135335000,904.6,1938,2014,1953.0,2014.0,1938.0,2014.0,1938.0,2007.0,62.0
THREE HILLS,ALBERTA,3026479,10907,71249.0,WHI,51.77,-113.21,514603082,-1131220095,857.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
SUNDRE A,ALBERTA,3026KNQ,10105,71248.0,WAV,51.78,-114.68,514641000,-1144057000,1114.4,1993,2024,1994.0,2024.0,1993.0,2024.0,1995.0,2007.0,31.0
BOW ISLAND,ALBERTA,3030768,10915,71231.0,WXL,49.73,-111.45,494403070,-1112701000,816.6,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
BROOKS,ALBERTA,3030QLP,2180,71457.0,WBO,50.56,-111.85,503319070,-1115056030,747.0,1988,2024,1994.0,2024.0,1988.0,2024.0,1988.0,2007.0,31.0
CALGARY INT'L A,ALBERTA,3031093,2205,71877.0,YYC,51.11,-114.02,510650000,-1140113000,1084.1,1881,2012,1953.0,2012.0,1881.0,2012.0,1881.0,2012.0,60.0
CARDSTON,ALBERTA,3031322,26971,71153.0,WFJ,49.2,-113.29,491202070,-1131709020,1136.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
CHAMPION AGDM,ALBERTA,3031480,32254,71217.0,XCP,50.28,-113.35,501655001,-1132101000,1006.0,1992,2024,1992.0,2024.0,2002.0,2024.0,2002.0,2007.0,33.0
CLARESHOLM,ALBERTA,3031640,2224,71234.0,WDK,50.0,-113.64,500013070,-1133819090,1009.0,1951,2024,1994.0,2024.0,1951.0,2024.0,1951.0,2007.0,31.0
COP UPPER,ALBERTA,3031875,9010,71235.0,WDU,51.08,-114.22,510434020,-1141320090,1235.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
LETHBRIDGE A,ALBERTA,3033880,2263,,YQL,49.63,-112.8,493749000,-1124759000,928.7,1938,2012,1953.0,2012.0,1938.0,2008.0,1938.0,2007.0,60.0
LETHBRIDGE CDA,ALBERTA,3033890,2265,71243.0,WQL,49.7,-112.77,494142000,-1124603000,910.0,1908,2024,1994.0,2024.0,1908.0,2024.0,1908.0,2007.0,31.0
MEDICINE HAT A,ALBERTA,3034480,2273,,YXH,50.02,-110.72,500108000,-1104315000,716.9,1883,2012,1953.0,2012.0,1883.0,2008.0,1883.0,2007.0,60.0
SUFFIELD A,ALBERTA,3036240,2312,71128.0,YSD,50.27,-111.18,501600000,-1111100000,769.6,1950,2020,1953.0,2020.0,1950.0,2008.0,1950.0,2007.0,68.0
VAUXHALL CDA CS,ALBERTA,3036682,10889,71251.0,WVO,50.05,-112.13,500300000,-1120800000,779.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
DEL BONITA AGDM,ALBERTA,3042045,32256,71224.0,XDB,49.05,-112.82,490300000,-1124900000,1310.0,1992,2024,1992.0,2024.0,2002.0,2024.0,2002.0,2007.0,33.0
MILK RIVER,ALBERTA,3044533,8804,71244.0,WRY,49.13,-112.05,490800000,-1120300000,1050.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
ONEFOUR CDA,ALBERTA,3044923,10725,71116.0,WOE,49.12,-110.47,490700000,-1102800000,935.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
BOW VALLEY,ALBERTA,3050778,10222,71232.0,WXA,51.08,-115.07,510500000,-1150400000,1297.5,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
CROWSNEST,ALBERTA,3051R4R,10890,71236.0,WRT,49.63,-114.48,493739090,-1142855020,1303.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
JASPER WARDEN,ALBERTA,3053536,10223,71486.0,WJW,52.93,-118.03,525535000,-1180147000,1020.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
WATERTON PARK GATE,ALBERTA,3056214,26850,71154.0,WGM,49.13,-113.81,490752080,-1134831010,1289.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
NAKISKA RIDGETOP,ALBERTA,305MGFF,10104,71245.0,WNR,50.94,-115.19,505633000,-1151125000,2543.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1999.0,2006.0,31.0
ATMORE AGDM,ALBERTA,3060406,32231,71287.0,XAJ,54.78,-112.83,544654000,-1124930000,574.0,1992,2024,1992.0,2024.0,2002.0,2024.0,2003.0,2007.0,33.0
DAPP AGDM,ALBERTA,3061975,31414,71340.0,XDP,54.32,-113.95,541900000,-1135700000,614.2,1990,2021,1990.0,2021.0,2001.0,2021.0,2001.0,2007.0,32.0
EDSON A,ALBERTA,3062244,2507,,,53.58,-116.47,533500000,-1162800000,927.2,1970,1999,1970.0,1999.0,1970.0,1998.0,1970.0,1998.0,30.0
FORT MCMURRAY A,ALBERTA,3062693,2519,,,56.65,-111.22,563900000,-1111300000,369.1,1944,2008,1953.0,2008.0,1944.0,2008.0,1944.0,2007.0,56.0
HENDRICKSON CREEK,ALBERTA,3063135,26870,71979.0,WPA,53.8,-118.45,534742001,-1182648005,1448.0,1995,2024,1995.0,2024.0,1995.0,2024.0,1998.0,2007.0,30.0
MILDRED LAKE,ALBERTA,3064528,10978,71255.0,WMX,57.04,-111.56,570228000,-1113332000,310.0,1993,2023,1994.0,2023.0,1993.0,2023.0,1994.0,2007.0,30.0
WHITECOURT A,ALBERTA,3067372,2632,,YZU,54.14,-115.79,540838000,-1154712000,782.4,1978,2019,1978.0,2014.0,1978.0,2019.0,1978.0,2007.0,37.0
WILLOW CREEK 1,ALBERTA,306GE70,10930,71252.0,WWO,53.39,-118.35,532308000,-1182051000,1370.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
EGG ISLAND,ALBERTA,3072246,31027,71404.0,XEL,58.98,-110.44,585853070,-1102622062,214.9,1993,2024,1993.0,2024.0,2001.0,2024.0,2005.0,2007.0,32.0
FORT CHIPEWYAN A,ALBERTA,3072658,2704,,,58.77,-111.12,584600000,-1110700000,232.0,1967,2007,1967.0,2006.0,1967.0,2007.0,1967.0,2007.0,40.0
GRANDE PRAIRIE A,ALBERTA,3072920,2718,71940.0,YQU,55.18,-118.89,551047000,-1185306000,669.0,1942,2013,1953.0,2013.0,1942.0,2013.0,1942.0,2007.0,61.0
HIGH LEVEL A,ALBERTA,3073146,2726,,YOJ,58.62,-117.16,583717000,-1170953000,338.02,1970,2022,1970.0,2012.0,1970.0,2022.0,1970.0,2007.0,43.0
CLEARDALE AGDM,ALBERTA,3074935,32255,71221.0,XCD,56.31,-119.75,561852009,-1194442000,630.0,1990,2024,1990.0,2024.0,2003.0,2024.0,2003.0,2007.0,35.0
PEACE RIVER A,ALBERTA,3075040,2770,71068.0,YPE,56.23,-117.45,561337000,-1172650000,570.9,1944,2014,1955.0,2014.0,1944.0,2014.0,1944.0,2007.0,60.0
PEORIA AGDM,ALBERTA,3075160,31468,71348.0,XPA,55.62,-118.29,553716005,-1181735001,621.21,1994,2024,1994.0,2024.0,2002.0,2024.0,2002.0,2007.0,31.0
RED EARTH,ALBERTA,3075488,10183,71246.0,WRD,56.55,-115.28,563307070,-1151640040,546.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
GARDEN RIVER,ALBERTA,307KPFP,10932,71253.0,WGF,58.71,-113.87,584239000,-1135159300,240.8,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
COLD LAKE A,ALBERTA,3081680,2832,71120.0,YOD,54.42,-110.28,542500000,-1101700000,541.0,1952,2024,1954.0,2024.0,1952.0,2024.0,1953.0,2017.0,71.0
BROADVIEW,SASKATCHEWAN,4010879,2855,71861.0,WIK,50.37,-102.57,502205000,-1023415000,599.8,1965,2024,1965.0,2024.0,1965.0,2024.0,1965.0,2007.0,60.0
ESTEVAN A,SASKATCHEWAN,4012400,2896,,,49.22,-102.97,491300000,-1025800000,580.3,1944,2015,1953.0,2015.0,1944.0,2015.0,1944.0,2015.0,63.0
INDIAN HEAD CDA,SASKATCHEWAN,4013480,2925,71515.0,WBD,50.55,-103.65,503300000,-1033900000,579.1,1885,2024,1995.0,2024.0,1885.0,2024.0,1885.0,2007.0,30.0
MOOSE JAW A,SASKATCHEWAN,4015320,2967,71864.0,YMJ,50.33,-105.57,502000000,-1053400000,576.7,1943,2024,1954.0,2024.0,1943.0,1999.0,1943.0,1998.0,71.0
REGINA INT'L A,SASKATCHEWAN,4016560,3002,71863.0,YQR,50.43,-104.67,502600000,-1044000000,577.6,1883,2013,1953.0,2013.0,1883.0,2013.0,1883.0,2007.0,61.0
WATROUS EAST,SASKATCHEWAN,4018642,10785,71511.0,WIW,51.67,-105.4,514000000,-1052400000,525.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
YORKTON A,SASKATCHEWAN,4019080,3062,71138.0,YQV,51.27,-102.47,511600000,-1022800000,498.3,1941,2005,1953.0,2005.0,1941.0,2005.0,1941.0,2005.0,53.0
WYNYARD (AUT),SASKATCHEWAN,40190LN,10660,71865.0,WOY,51.77,-104.2,514600000,-1041200000,560.1,1992,2024,1994.0,2024.0,1992.0,2024.0,1999.0,2007.0,31.0
WEYBURN,SASKATCHEWAN,401HP5R,10666,71452.0,WWF,49.7,-103.8,494200000,-1034800000,588.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
ASSINIBOIA AIRPORT,SASKATCHEWAN,4020286,10805,71487.0,WJI,49.73,-105.95,494345090,-1055646010,725.5,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
ELBOW CS,SASKATCHEWAN,4022359,3088,71450.0,WOK,51.13,-106.58,510800000,-1063500000,595.0,1972,2024,1994.0,2024.0,1973.0,2024.0,1972.0,2007.0,31.0
LUCKY LAKE,SASKATCHEWAN,4024714,10724,71455.0,WLE,50.95,-107.15,505700000,-1070900000,664.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
MAPLE CREEK,SASKATCHEWAN,4024919,10667,71453.0,WMQ,49.9,-109.47,495409050,-1092758060,766.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
SWIFT CURRENT A,SASKATCHEWAN,4028040,3155,71870.0,YYN,50.3,-107.68,501800000,-1074100000,816.86,1938,2011,1953.0,2011.0,1938.0,2011.0,1938.0,2007.0,59.0
SWIFT CURRENT CDA,SASKATCHEWAN,4028060,3157,71446.0,WVC,50.27,-107.73,501600000,-1074400000,825.0,1959,2024,1994.0,2024.0,1959.0,2024.0,1959.0,2007.0,31.0
LEADER AIRPORT,SASKATCHEWAN,402DAF0,10795,71459.0,WJX,50.91,-109.5,505434070,-1093005010,675.5,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
CORONACH SPC,SASKATCHEWAN,40318MN,3172,71516.0,WAQ,49.05,-105.48,490300000,-1052900000,756.0,1980,2024,1995.0,2024.0,1980.0,2024.0,1980.0,2007.0,30.0
CYPRESS HILLS PARK,SASKATCHEWAN,4031999,10888,71139.0,WVP,49.64,-109.51,493826009,-1093052004,1270.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
EASTEND CYPRESS (AUT),SASKATCHEWAN,4032322,7485,71131.0,WEH,49.44,-108.99,492616010,-1085919050,1079.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1997.0,2007.0,31.0
ROCKGLEN (AUT),SASKATCHEWAN,4036844,3193,71135.0,WKO,49.17,-105.98,491004040,-1055845060,917.0,1970,2024,1970.0,2024.0,1970.0,2024.0,1971.0,2007.0,55.0
VAL MARIE SOUTHEAST,SASKATCHEWAN,4038412,10821,71137.0,WVN,49.06,-107.59,490330001,-1073509010,796.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
KINDERSLEY A,SASKATCHEWAN,4043900,3231,71129.0,YKY,51.52,-109.18,513100000,-1091100000,693.72,1984,2013,1984.0,2013.0,1984.0,2013.0,1984.0,2013.0,30.0
NORTH BATTLEFORD A,SASKATCHEWAN,4045600,3244,71876.0,YQW,52.77,-108.26,524619004,-1081520007,548.33,1942,2005,1953.0,2005.0,1942.0,2005.0,1942.0,2005.0,53.0
ROSETOWN EAST,SASKATCHEWAN,4046884,10784,71510.0,WRJ,51.57,-107.92,513400000,-1075500000,586.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
MELFORT,SASKATCHEWAN,4055079,10727,71456.0,WFF,52.82,-104.6,524900000,-1043600000,490.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
PRINCE ALBERT A,SASKATCHEWAN,4056240,3322,71869.0,YPA,53.22,-105.67,531300000,-1054000000,428.2,1942,2013,1953.0,2013.0,1942.0,2013.0,1942.0,2007.0,61.0
SASKATOON DIEFENBAKER INT'L A,SASKATCHEWAN,4057120,3328,71866.0,YXE,52.17,-106.72,521000000,-1064300000,504.1,1892,2012,1953.0,2012.0,1892.0,2012.0,1892.0,2007.0,60.0
BUFFALO NARROWS A,SASKATCHEWAN,4060982,3357,71077.0,YVT,55.83,-108.43,555000000,-1082600000,433.73,1979,2012,1979.0,2012.0,1979.0,2012.0,1979.0,2007.0,34.0
BUFFALO NARROWS (AUT),SASKATCHEWAN,4060983,7534,71077.0,WVT,55.84,-108.42,555026008,-1082514009,440.1,1992,2024,1994.0,2024.0,1992.0,2024.0,1998.0,2007.0,31.0
LA RONGE A,SASKATCHEWAN,4064150,3381,71922.0,YVC,55.15,-105.27,550900000,-1051600000,379.2,1959,2013,1959.0,2013.0,1959.0,2013.0,1959.0,2008.0,55.0
